-118.361469256592 34.14054838147401 0
-118.3621875782134 34.13926022825829 0
-118.3621594094169 34.13924906343003 0
-118.3621337155812 34.13923263424518 0
-118.3621051580325 34.1392208073264 0
-118.3620781142698 34.13920477898863 0
-118.3614372050466 34.14054345409682 0
-118.3614067822234 34.14053359308895 0
-118.3616469114452 34.14002389111804 0
-118.3616738937142 34.1399055940731 0
-118.3622186476799 34.1392747481222 0
-118.3621170934149 34.13946188927324 0
-118.3625999757472 34.13822603391118 0
-118.3625694808022 34.1382156751186 0
-118.3625448838122 34.1382106240571 0
-118.3625109620383 34.13818434141533 0
-118.3622322658626 34.138855793604 0
-118.3622029663449 34.13883928074194 0
-118.3621798271122 34.13882530697796 0
-118.3621489568313 34.13881283041247 0
-118.3625064252962 34.1384509182162 0
-118.3622633343371 34.13886540207136 0
-118.3619528804167 34.1388332016115 0
-118.361589183141 34.13870449806696 0
-118.3619575071536 34.13887535414402 0
-118.3615399750534 34.13871858793935 0
-118.3620022715582 34.13892901150071 0
-118.361510953034 34.13874420079421 0
-118.3623599599879 34.13923784277839 0
-118.3631112796225 34.13953180834257 0
-118.362378791767 34.13919159238549 0
-118.3631327124275 34.13950467865127 0
-118.3623971142001 34.13914899737339 0
-118.3628254001135 34.13935252098566 0
-118.3620496836518 34.13918732839542 0
-118.3620186967385 34.13917328440115 0
-118.3619923382355 34.13916306121639 0
-118.3615496667368 34.13968446805591 0
-118.3613456821636 34.13968462427798 0
-118.3616465266296 34.13989085718636 0
-118.3616136830814 34.13987918581599 0
-118.3615811886186 34.13987063026772 0
-118.3623704525438 34.13896330588917 0
-118.3623363847402 34.1389464863574 0
-118.3622946127165 34.13893066161525 0
-118.3627087808506 34.13826657046772 0
-118.3626766001101 34.13825511702513 0
-118.3626412360907 34.1382449880533 0
-118.3630623375277 34.13749748039083 0
-118.3627118973736 34.13803082578536 0
-118.363026891736 34.13748790693387 0
-118.3626816925084 34.13802307821351 0
-118.3622654255864 34.13786704107875 0
-118.3624804293436 34.13805255175168 0
-118.362296002889 34.13784443341609 0
-118.3625456018829 34.13805447029884 0
-118.362328623641 34.13782255848743 0
-118.3625825324257 34.1380386395788 0
-118.3617168725336 34.13982748868052 0
-118.3617376314088 34.13978481296389 0
