1966661.62850439 571113.154322234 0
1966594.86301394 570970.508501074 0
1966597.45659362 570969.260716866 0
1966599.8198016 570967.429823735 0
1966602.44897334 570966.108471462 0
1966604.93684873 570964.321593797 0
1966664.58264588 571112.597138511 0
1966667.38460339 571111.493248519 0
1966645.03412151 571055.035832211 0
1966642.4983233 571041.923062061 0
1966592.0032438 570972.129396749 0
1966601.44449543 570992.853686648 0
1966556.41327901 570855.930908974 0
1966559.22175435 570854.771747049 0
1966561.4883716 570854.203291227 0
1966564.60654247 570851.276688521 0
1966590.57975387 570925.662723217 0
1966593.27549626 570923.821348331 0
1966595.40408111 570922.263662846 0
1966598.24631265 570920.869480786 0
1966565.13161652 570880.844364924 0
1966587.71809868 570926.738838825 0
1966616.33890788 570923.06395281 0
1966649.83195798 570908.667189817 0
1966615.9290131 570927.741125359 0
1966654.37613027 570910.213738738 0
1966611.82175449 570933.707765625 0
1966657.063101 570913.045136011 0
1966578.95508597 570968.082764736 0
1966509.77775473 571000.940027181 0
1966577.19971289 570962.958848367 0
1966507.79011653 570997.937893635 0
1966575.49277738 570958.240224462 0
1966536.0728925 570980.957934997 0
1966607.55206828 570962.376496907 0
1966610.40442027 570960.808417774 0
1966612.83141517 570959.665688028 0
1966653.86761313 571017.354141571 0
1966672.68132096 571017.303817866 0
1966645.01652146 571040.279337987 0
1966648.04104086 571038.973830141 0
1966651.03460803 571038.014051773 0
1966577.87756213 570937.634120844 0
1966581.01296223 570935.757140578 0
1966584.85933353 570933.987944084 0
1966546.39415554 570860.46350448 0
1966549.35767495 570859.18235793 0
1966552.61532638 570858.047065789 0
1966513.47668129 570775.272356495 0
1966546.01235237 570834.315311213 0
1966516.7421226 570774.198643212 0
1966548.79512326 570833.445884039 0
1966587.12610745 570815.999509007 0
1966567.3699291 570836.648182517 0
1966584.29684079 570813.501990398 0
1966561.35966883 570836.882670087 0
1966581.27939256 570811.086428227 0
1966557.94713758 570835.138983913 0
1966638.50318936 571033.27373315 0
1966636.57155101 571028.546954828 0
1966675.82583994 571109.981402233 0
1966679.57534429 571110.272018266 0
1966682.58590328 571109.959966188 0
1966653.19364478 571072.448828883 0
1966671.29506684 571110.337290602 0
1966672.20309178 571082.122461244 0
1966686.75035913 571109.613842544 0
1966695.34893872 571114.509718199 0
1966733.00396964 571113.849420761 0
1966697.41985148 571117.136619727 0
1966731.13345549 571116.931410758 0
1966738.7877254 571119.80629636 0
1966698.13820781 571120.359890886 0
1966738.69690363 571122.627665845 0
1966699.76921458 571123.685344118 0
1966609.56939535 571151.944999189 0
1966656.13717897 571129.076814853 0
1966611.22367335 571155.095499724 0
1966657.57817496 571132.522041078 0
1966693.17617183 571247.931848625 0
1966673.30503028 571144.223239475 0
1966696.49441528 571247.903524668 0
1966699.50995491 571247.572279918 0
1966702.10999574 571247.446549296 0
1966676.17499134 571143.32812562 0
1966679.17978396 571142.32669785 0
1966682.07539876 571141.22780689 0
1966692.99465408 571156.492016318 0
1966684.85469907 571140.329486839 0
1966689.94249395 571138.536300883 0
1966692.78941984 571137.516974861 0
1966706.75244804 571187.124835615 0
1966710.86704026 571186.997300453 0
1966695.10495029 571136.743472831 0
1966713.62664592 571186.48126204 0
1966717.19771829 571186.279404911 0
1966710.68866331 571246.964331661 0
1966713.68511786 571246.967150044 0
1966716.58260144 571246.863457245 0
1966719.57561522 571246.880204582 0
1966707.91054722 571236.302924181 0
1966707.7981584 571247.582892902 0
1966731.6631494 571183.478573111 0
1966722.68654626 571183.937532527 0
1966721.84831274 571179.2090339 0
1966731.81194365 571179.547477877 0
1966660.30834328 570925.830510117 0
1966615.91635021 570947.302283423 0
1966661.16855063 570922.034833469 0
1966614.31438641 570943.809683537 0
1966658.52005742 570920.044549263 0
1966612.76380854 570940.869130842 0
1966503.02662492 570986.564741398 0
1966503.8217935 570989.586752338 0
1966501.20058596 570983.91917698 0
1966574.50661668 570955.257315387 0
1966573.44269699 570952.507451363 0
1966572.47649747 570949.565427817 0
1966536.876649 570838.755157666 0
1966533.44897455 570831.035053813 0
1966540.04723325 570836.861446828 0
1966535.82438822 570828.941948591 0
1966542.29907787 570834.795994523 0
1966538.44541535 570826.979442952 0
1966673.17565976 571023.047269377 0
1966657.05238611 571023.264638152 0
1966648.61461145 571032.091931947 0
1966651.54522124 571038.522912705 0
1966659.05874903 571135.60691784 0
1966660.55731437 571138.74338877 0
1966613.5145074 571158.477539312 0
1966614.73967371 571161.165515358 0
1966698.46309158 571135.674870553 0
1966648.49076442 571278.942405462 0
1966682.33504357 571270.386324875 0
1966659.69214941 571272.351018987 0
1966682.41248941 571265.569639491 0
1966682.59016667 571262.166639557 0
1966658.83149455 571266.791532161 0
1966727.97604352 571263.714814206 0
1966755.86694403 571263.720695319 0
1966727.96657505 571260.313975308 0
